Code,Name,Year,Population
E09000017,Hillingdon,2009,265665
E09000017,Hillingdon,2010,269465
E09000017,Hillingdon,2011,276134
E09000017,Hillingdon,2012,282391
E09000017,Hillingdon,2013,287443
E09000017,Hillingdon,2014,293325
E09000017,Hillingdon,2015,298370
E09000017,Hillingdon,2016,303106
E09000017,Hillingdon,2017,307040
E09000017,Hillingdon,2018,309926
E09000017,Hillingdon,2019,312567
E09000017,Hillingdon,2020,316253
E09000017,Hillingdon,2021,319467
E09000017,Hillingdon,2022,322492
E09000017,Hillingdon,2023,325182
E09000017,Hillingdon,2024,327456
E09000017,Hillingdon,2025,329302
E09000017,Hillingdon,2026,330872
E09000017,Hillingdon,2027,332077
E09000017,Hillingdon,2028,332843
E09000017,Hillingdon,2029,333252
E09000017,Hillingdon,2030,334770
E09000017,Hillingdon,2031,336765
E09000017,Hillingdon,2032,338845
E09000017,Hillingdon,2033,340856
E09000017,Hillingdon,2034,342761
E09000017,Hillingdon,2035,345327
E09000017,Hillingdon,2036,348098
E09000017,Hillingdon,2037,350877
E09000017,Hillingdon,2038,353636
E09000017,Hillingdon,2039,356323
E09000017,Hillingdon,2040,358723
E09000017,Hillingdon,2041,360780
E09000017,Hillingdon,2042,361550
E09000017,Hillingdon,2043,361915
E09000017,Hillingdon,2044,362197
E09000017,Hillingdon,2045,362486
E09000017,Hillingdon,2046,362792
E09000017,Hillingdon,2047,362998
E09000017,Hillingdon,2048,363140
E09000017,Hillingdon,2049,363401
E09000017,Hillingdon,2050,363708
E09000018,Hounslow,1999,214298
E09000018,Hounslow,2000,214731
E09000018,Hounslow,2001,215976
E09000018,Hounslow,2002,216888
E09000018,Hounslow,2003,216498
E09000018,Hounslow,2004,219440
E09000018,Hounslow,2005,223776
E09000018,Hounslow,2006,228126
E09000018,Hounslow,2007,233454
E09000018,Hounslow,2008,237907
E09000018,Hounslow,2009,243366
E09000018,Hounslow,2010,249236
E09000018,Hounslow,2011,255334
E09000018,Hounslow,2012,259459
E09000018,Hounslow,2013,262814
E09000018,Hounslow,2014,265975
E09000018,Hounslow,2015,269177
E09000018,Hounslow,2016,271546
E09000018,Hounslow,2017,274970
E09000018,Hounslow,2018,278264
E09000018,Hounslow,2019,281339
E09000018,Hounslow,2020,284358
E09000018,Hounslow,2021,286947
E09000018,Hounslow,2022,289358
E09000018,Hounslow,2023,291460
E09000018,Hounslow,2024,293167
E09000018,Hounslow,2025,294459
E09000018,Hounslow,2026,295790
E09000018,Hounslow,2027,297418
E09000018,Hounslow,2028,298986
E09000018,Hounslow,2029,300658
E09000018,Hounslow,2030,301808
E09000018,Hounslow,2031,303058
E09000018,Hounslow,2032,304489
E09000018,Hounslow,2033,305958
E09000018,Hounslow,2034,307402
E09000018,Hounslow,2035,309487
E09000018,Hounslow,2036,311775
E09000018,Hounslow,2037,314076
E09000018,Hounslow,2038,316354
E09000018,Hounslow,2039,318561
E09000018,Hounslow,2040,320507
E09000018,Hounslow,2041,322250
E09000018,Hounslow,2042,324566
E09000018,Hounslow,2043,327038
E09000018,Hounslow,2044,329580
E09000018,Hounslow,2045,332197
E09000018,Hounslow,2046,334905
E09000018,Hounslow,2047,337605
E09000018,Hounslow,2048,340243
E09000018,Hounslow,2049,342944
E09000018,Hounslow,2050,345756
E09000019,Islington,1999,175717
E09000019,Islington,2000,177852
E09000019,Islington,2001,179387
E09000019,Islington,2002,180118
E09000019,Islington,2003,180899
E09000019,Islington,2004,180831
E09000019,Islington,2005,183477
E09000019,Islington,2006,185283
E09000019,Islington,2007,188636
E09000019,Islington,2008,192089
E09000019,Islington,2009,196704
E09000019,Islington,2010,200129
E09000019,Islington,2011,206639
E09000019,Islington,2012,211400
E09000019,Islington,2013,216024
E09000019,Islington,2014,221383
E09000019,Islington,2015,228045
E09000019,Islington,2016,233218
E09000019,Islington,2017,235370
E09000019,Islington,2018,238267
E09000019,Islington,2019,241589
E09000019,Islington,2020,242827
E09000019,Islington,2021,244372
E09000019,Islington,2022,245839
E09000019,Islington,2023,247009
E09000019,Islington,2024,247841
E09000019,Islington,2025,248352
E09000019,Islington,2026,248723
E09000019,Islington,2027,248916
E09000019,Islington,2028,248834
E09000019,Islington,2029,248569
E09000019,Islington,2030,249455
E09000019,Islington,2031,250875
E09000019,Islington,2032,252427
E09000019,Islington,2033,253952
E09000019,Islington,2034,255400
E09000019,Islington,2035,257466
E09000019,Islington,2036,259678
E09000019,Islington,2037,261844
E09000019,Islington,2038,263925
E09000019,Islington,2039,265884
E09000019,Islington,2040,267544
E09000019,Islington,2041,268983
E09000019,Islington,2042,271001
E09000019,Islington,2043,273155
E09000019,Islington,2044,273741
E09000019,Islington,2045,273977
E09000019,Islington,2046,274227
E09000019,Islington,2047,274390
E09000019,Islington,2048,274497
E09000019,Islington,2049,274711
E09000019,Islington,2050,274967
E09000020,Kensington and Chelsea,1999,147678
E09000020,Kensington and Chelsea,2000,154661
E09000020,Kensington and Chelsea,2001,162199
E09000020,Kensington and Chelsea,2002,163827
E09000020,Kensington and Chelsea,2003,165268
E09000020,Kensington and Chelsea,2004,165752
E09000020,Kensington and Chelsea,2005,168375
E09000020,Kensington and Chelsea,2006,165245
E09000020,Kensington and Chelsea,2007,162883
E09000020,Kensington and Chelsea,2008,162579
E09000020,Kensington and Chelsea,2009,161893
E09000020,Kensington and Chelsea,2010,160463
E09000020,Kensington and Chelsea,2011,158652
E09000020,Kensington and Chelsea,2012,156331
E09000020,Kensington and Chelsea,2013,155995
E09000020,Kensington and Chelsea,2014,156591
E09000020,Kensington and Chelsea,2015,158112
E09000020,Kensington and Chelsea,2016,157127
E09000020,Kensington and Chelsea,2017,157954
E09000020,Kensington and Chelsea,2018,159301
E09000020,Kensington and Chelsea,2019,160531
E09000020,Kensington and Chelsea,2020,160794
E09000020,Kensington and Chelsea,2021,161552
E09000020,Kensington and Chelsea,2022,162446
E09000020,Kensington and Chelsea,2023,163255
E09000020,Kensington and Chelsea,2024,164020
E09000020,Kensington and Chelsea,2025,164730
E09000020,Kensington and Chelsea,2026,165522
E09000020,Kensington and Chelsea,2027,166287
E09000020,Kensington and Chelsea,2028,166996
E09000020,Kensington and Chelsea,2029,167725
E09000020,Kensington and Chelsea,2030,169188
E09000020,Kensington and Chelsea,2031,170397
E09000020,Kensington and Chelsea,2032,171448
E09000020,Kensington and Chelsea,2033,172416
E09000020,Kensington and Chelsea,2034,173348
E09000020,Kensington and Chelsea,2035,174187
E09000020,Kensington and Chelsea,2036,174815
E09000020,Kensington and Chelsea,2037,175349
E09000020,Kensington and Chelsea,2038,175860
E09000020,Kensington and Chelsea,2039,176349
E09000020,Kensington and Chelsea,2040,176732
E09000020,Kensington and Chelsea,2041,177139
E09000020,Kensington and Chelsea,2042,177523
E09000020,Kensington and Chelsea,2043,177716
E09000020,Kensington and Chelsea,2044,177869
E09000020,Kensington and Chelsea,2045,178024
E09000020,Kensington and Chelsea,2046,178188
E09000020,Kensington and Chelsea,2047,178302
E09000020,Kensington and Chelsea,2048,178386
E09000020,Kensington and Chelsea,2049,178528
E09000020,Kensington and Chelsea,2050,178691
E09000021,Kingston upon Thames,1999,146003
E09000021,Kingston upon Thames,2000,147328
E09000021,Kingston upon Thames,2001,149045
E09000021,Kingston upon Thames,2002,149642
E09000021,Kingston upon Thames,2003,149683
E09000021,Kingston upon Thames,2004,151055
E09000021,Kingston upon Thames,2005,152489
E09000021,Kingston upon Thames,2006,153667
E09000021,Kingston upon Thames,2007,154485
E09000021,Kingston upon Thames,2008,156027
E09000021,Kingston upon Thames,2009,157307
E09000021,Kingston upon Thames,2010,158648
E09000021,Kingston upon Thames,2011,160469
E09000021,Kingston upon Thames,2012,163939
E09000021,Kingston upon Thames,2013,166826
E09000021,Kingston upon Thames,2014,169991
E09000021,Kingston upon Thames,2015,173558
E09000021,Kingston upon Thames,2016,176140
E09000021,Kingston upon Thames,2017,178419
E09000021,Kingston upon Thames,2018,179581
E09000021,Kingston upon Thames,2019,180598
E09000021,Kingston upon Thames,2020,182728
E09000021,Kingston upon Thames,2021,184660
E09000021,Kingston upon Thames,2022,186434
E09000021,Kingston upon Thames,2023,187973
E09000021,Kingston upon Thames,2024,189276
E09000021,Kingston upon Thames,2025,190330
E09000021,Kingston upon Thames,2026,191245
E09000021,Kingston upon Thames,2027,194030
E09000021,Kingston upon Thames,2028,197062
E09000021,Kingston upon Thames,2029,200064
E09000021,Kingston upon Thames,2030,202034
E09000021,Kingston upon Thames,2031,203623
E09000021,Kingston upon Thames,2032,205015
E09000021,Kingston upon Thames,2033,206327
E09000021,Kingston upon Thames,2034,207589
E09000021,Kingston upon Thames,2035,208250
E09000021,Kingston upon Thames,2036,209179
E09000021,Kingston upon Thames,2037,210214
E09000021,Kingston upon Thames,2038,211318
E09000021,Kingston upon Thames,2039,212440
E09000021,Kingston upon Thames,2040,213439
E09000021,Kingston upon Thames,2041,214350
E09000021,Kingston upon Thames,2042,215679
E09000021,Kingston upon Thames,2043,217136
E09000021,Kingston upon Thames,2044,218656
E09000021,Kingston upon Thames,2045,220237
E09000021,Kingston upon Thames,2046,221889
E09000021,Kingston upon Thames,2047,223542
E09000021,Kingston upon Thames,2048,225151
E09000021,Kingston upon Thames,2049,226798
E09000021,Kingston upon Thames,2050,228514
E09000022,Lambeth,1999,266817
E09000022,Lambeth,2000,270028
E09000022,Lambeth,2001,273372
E09000022,Lambeth,2002,273041
E09000022,Lambeth,2003,272195
E09000022,Lambeth,2004,274262
E09000022,Lambeth,2005,277620
E09000022,Lambeth,2006,280524
E09000022,Lambeth,2007,284964
E09000022,Lambeth,2008,289126
E09000022,Lambeth,2009,294050
E09000022,Lambeth,2010,297650
E09000022,Lambeth,2011,304808
E09000022,Lambeth,2012,310527
E09000022,Lambeth,2013,314569
E09000022,Lambeth,2014,318543
E09000022,Lambeth,2015,324758
E09000022,Lambeth,2016,328237
E09000022,Lambeth,2017,331157
E09000022,Lambeth,2018,334724
E09000022,Lambeth,2019,338028
E09000022,Lambeth,2020,340324
E09000022,Lambeth,2021,342250
E09000022,Lambeth,2022,343982
E09000022,Lambeth,2023,345285
E09000022,Lambeth,2024,346100
E09000022,Lambeth,2025,346448
E09000022,Lambeth,2026,346615
E09000022,Lambeth,2027,346584
E09000022,Lambeth,2028,346279
E09000022,Lambeth,2029,345815
E09000022,Lambeth,2030,347007
E09000022,Lambeth,2031,349019
E09000022,Lambeth,2032,351319
E09000022,Lambeth,2033,353667
E09000022,Lambeth,2034,355959
E09000022,Lambeth,2035,359116
E09000022,Lambeth,2036,362468
E09000022,Lambeth,2037,365729
E09000022,Lambeth,2038,368829
E09000022,Lambeth,2039,371720
E09000022,Lambeth,2040,374166
E09000022,Lambeth,2041,376286
E09000022,Lambeth,2042,379179
E09000022,Lambeth,2043,382211
E09000022,Lambeth,2044,385264
E09000022,Lambeth,2045,388339
E09000022,Lambeth,2046,391462
E09000022,Lambeth,2047,394520
E09000022,Lambeth,2048,397440
E09000022,Lambeth,2049,398650
E09000022,Lambeth,2050,399029
E09000023,Lewisham,1999,250310
E09000023,Lewisham,2000,252106
E09000023,Lewisham,2001,254336
E09000023,Lewisham,2002,253662
E09000023,Lewisham,2003,251936
E09000023,Lewisham,2004,252455
E09000023,Lewisham,2005,254930
E09000023,Lewisham,2006,257976
E09000023,Lewisham,2007,261188
E09000023,Lewisham,2008,266508
E09000023,Lewisham,2009,270418
E09000023,Lewisham,2010,272525
E09000023,Lewisham,2011,277525
E09000023,Lewisham,2012,282143
E09000023,Lewisham,2013,286767
E09000023,Lewisham,2014,292520
E09000023,Lewisham,2015,297912
E09000023,Lewisham,2016,302454
E09000023,Lewisham,2017,306380
E09000023,Lewisham,2018,310324
E09000023,Lewisham,2019,314027
E09000023,Lewisham,2020,317465
E09000023,Lewisham,2021,320574
E09000023,Lewisham,2022,323421
E09000023,Lewisham,2023,325830
E09000023,Lewisham,2024,327730
E09000023,Lewisham,2025,329136
E09000023,Lewisham,2026,330318
E09000023,Lewisham,2027,331205
E09000023,Lewisham,2028,331726
E09000023,Lewisham,2029,331972
E09000023,Lewisham,2030,333474
E09000023,Lewisham,2031,335589
E09000023,Lewisham,2032,337904
E09000023,Lewisham,2033,340236
E09000023,Lewisham,2034,342519
E09000023,Lewisham,2035,345534
E09000023,Lewisham,2036,348763
E09000023,Lewisham,2037,351991
E09000023,Lewisham,2038,355174
E09000023,Lewisham,2039,358249
E09000023,Lewisham,2040,360994
E09000023,Lewisham,2041,363502
E09000023,Lewisham,2042,366687
E09000023,Lewisham,2043,370021
E09000023,Lewisham,2044,373401
E09000023,Lewisham,2045,376831
E09000023,Lewisham,2046,380336
E09000023,Lewisham,2047,383810
E09000023,Lewisham,2048,387195
E09000023,Lewisham,2049,388466
E09000023,Lewisham,2050,388806
E09000024,Merton,1999,185062
E09000024,Merton,2000,188196
E09000024,Merton,2001,191106
E09000024,Merton,2002,190561
E09000024,Merton,2003,189298
E09000024,Merton,2004,188908
E09000024,Merton,2005,190583
E09000024,Merton,2006,192520
E09000024,Merton,2007,194260
E09000024,Merton,2008,195859
E09000024,Merton,2009,198136
E09000024,Merton,2010,199136
E09000024,Merton,2011,201226
E09000024,Merton,2012,202908
E09000024,Merton,2013,203906
E09000024,Merton,2014,204198
E09000024,Merton,2015,205248
E09000024,Merton,2016,205712
E09000024,Merton,2017,208225
E09000024,Merton,2018,209421
E09000024,Merton,2019,210452
E09000024,Merton,2020,212658
E09000024,Merton,2021,214740
E09000024,Merton,2022,216662
E09000024,Merton,2023,218298
E09000024,Merton,2024,220418
E09000024,Merton,2025,222714
E09000024,Merton,2026,225047
E09000024,Merton,2027,227279
E09000024,Merton,2028,229456
E09000024,Merton,2029,231636
E09000024,Merton,2030,232473
E09000024,Merton,2031,232956
E09000024,Merton,2032,233638
E09000024,Merton,2033,234439
E09000024,Merton,2034,235289
E09000024,Merton,2035,236669
E09000024,Merton,2036,238242
E09000024,Merton,2037,239851
E09000024,Merton,2038,241463
E09000024,Merton,2039,243040
E09000024,Merton,2040,244440
E09000024,Merton,2041,245706
E09000024,Merton,2042,247421
E09000024,Merton,2043,249259
E09000024,Merton,2044,251139
E09000024,Merton,2045,253064
E09000024,Merton,2046,254848
E09000024,Merton,2047,254993
E09000024,Merton,2048,255093
E09000024,Merton,2049,255279
E09000024,Merton,2050,255498
E09000025,Newham,1999,240517
E09000025,Newham,2000,245463
E09000025,Newham,2001,249411
E09000025,Newham,2002,255282
E09000025,Newham,2003,256224
E09000025,Newham,2004,254434
E09000025,Newham,2005,253798
E09000025,Newham,2006,257994
E09000025,Newham,2007,266285
E09000025,Newham,2008,276478
E09000025,Newham,2009,286447
E09000025,Newham,2010,299171
E09000025,Newham,2011,311912
E09000025,Newham,2012,315536
E09000025,Newham,2013,319679
E09000025,Newham,2014,325774
E09000025,Newham,2015,334269
E09000025,Newham,2016,342430
E09000025,Newham,2017,347448
E09000025,Newham,2018,353245
E09000025,Newham,2019,359470
E09000025,Newham,2020,363552
E09000025,Newham,2021,366943
E09000025,Newham,2022,370004
E09000025,Newham,2023,372515
E09000025,Newham,2024,374424
E09000025,Newham,2025,387234
E09000025,Newham,2026,400056
E09000025,Newham,2027,412896
E09000025,Newham,2028,425524
E09000025,Newham,2029,438168
E09000025,Newham,2030,443657
E09000025,Newham,2031,448316
E09000025,Newham,2032,452580
E09000025,Newham,2033,456754
E09000025,Newham,2034,460902
E09000025,Newham,2035,463190
E09000025,Newham,2036,464821
E09000025,Newham,2037,466111
E09000025,Newham,2038,467406
E09000025,Newham,2039,468681
E09000025,Newham,2040,471105
E09000025,Newham,2041,473611
E09000025,Newham,2042,474709
E09000025,Newham,2043,475206
E09000025,Newham,2044,475586
E09000025,Newham,2045,475971
E09000025,Newham,2046,476445
E09000025,Newham,2047,477162
E09000025,Newham,2048,478016
E09000025,Newham,2049,479167
E09000025,Newham,2050,480671
E09000026,Redbridge,1999,238138
E09000026,Redbridge,2000,239868
E09000026,Redbridge,2001,241893
E09000026,Redbridge,2002,244273
E09000026,Redbridge,2003,247412
E09000026,Redbridge,2004,248774
E09000026,Redbridge,2005,251560
E09000026,Redbridge,2006,255590
E09000026,Redbridge,2007,259965
E09000026,Redbridge,2008,265452
E09000026,Redbridge,2009,270435
E09000026,Redbridge,2010,275088
E09000026,Redbridge,2011,281521
E09000026,Redbridge,2012,284743
E09000026,Redbridge,2013,288398
E09000026,Redbridge,2014,293181
E09000026,Redbridge,2015,296919
E09000026,Redbridge,2016,299375
E09000026,Redbridge,2017,303887
E09000026,Redbridge,2018,305910
E09000026,Redbridge,2019,307690
E09000026,Redbridge,2020,312264
E09000026,Redbridge,2021,316288
E09000026,Redbridge,2022,320018
E09000026,Redbridge,2023,323302
E09000026,Redbridge,2024,326070
E09000026,Redbridge,2025,328279
E09000026,Redbridge,2026,330304
E09000026,Redbridge,2027,332106
E09000026,Redbridge,2028,333593
E09000026,Redbridge,2029,334804
E09000026,Redbridge,2030,337202
E09000026,Redbridge,2031,340121
E09000026,Redbridge,2032,343228
E09000026,Redbridge,2033,346344
E09000026,Redbridge,2034,349386
E09000026,Redbridge,2035,353103
E09000026,Redbridge,2036,357012
E09000026,Redbridge,2037,360905
E09000026,Redbridge,2038,364738
E09000026,Redbridge,2039,368461
E09000026,Redbridge,2040,371856
E09000026,Redbridge,2041,375020
E09000026,Redbridge,2042,378836
E09000026,Redbridge,2043,382793
E09000026,Redbridge,2044,384943
E09000026,Redbridge,2045,385247
E09000026,Redbridge,2046,385561
E09000026,Redbridge,2047,385769
E09000026,Redbridge,2048,385913
E09000026,Redbridge,2049,386188
E09000026,Redbridge,2050,386513
E09000027,Richmond upon Thames,1999,172782
E09000027,Richmond upon Thames,2000,172920
E09000027,Richmond upon Thames,2001,174311
E09000027,Richmond upon Thames,2002,175441
E09000027,Richmond upon Thames,2003,177182
E09000027,Richmond upon Thames,2004,179312
E09000027,Richmond upon Thames,2005,181508
E09000027,Richmond upon Thames,2006,182520
E09000027,Richmond upon Thames,2007,182421
E09000027,Richmond upon Thames,2008,182927
E09000027,Richmond upon Thames,2009,184394
E09000027,Richmond upon Thames,2010,186304
E09000027,Richmond upon Thames,2011,187527
E09000027,Richmond upon Thames,2012,189145
E09000027,Richmond upon Thames,2013,191365
E09000027,Richmond upon Thames,2014,193585
E09000027,Richmond upon Thames,2015,194730
E09000027,Richmond upon Thames,2016,195846
E09000027,Richmond upon Thames,2017,197988
E09000027,Richmond upon Thames,2018,199419
E09000027,Richmond upon Thames,2019,200703
E09000027,Richmond upon Thames,2020,201713
E09000027,Richmond upon Thames,2021,203312
E09000027,Richmond upon Thames,2022,205051
E09000027,Richmond upon Thames,2023,206708
E09000027,Richmond upon Thames,2024,208321
E09000027,Richmond upon Thames,2025,209625
E09000027,Richmond upon Thames,2026,210766
E09000027,Richmond upon Thames,2027,211789
E09000027,Richmond upon Thames,2028,212687
E09000027,Richmond upon Thames,2029,213573
E09000027,Richmond upon Thames,2030,214103
E09000027,Richmond upon Thames,2031,214817
E09000027,Richmond upon Thames,2032,215693
E09000027,Richmond upon Thames,2033,216617
E09000027,Richmond upon Thames,2034,217549
E09000027,Richmond upon Thames,2035,218891
E09000027,Richmond upon Thames,2036,220373
E09000027,Richmond upon Thames,2037,221877
E09000027,Richmond upon Thames,2038,223392
E09000027,Richmond upon Thames,2039,224545
E09000027,Richmond upon Thames,2040,224896
E09000027,Richmond upon Thames,2041,225277
E09000027,Richmond upon Thames,2042,225709
E09000027,Richmond upon Thames,2043,225921
E09000027,Richmond upon Thames,2044,226088
E09000027,Richmond upon Thames,2045,226260
E09000027,Richmond upon Thames,2046,226447
E09000027,Richmond upon Thames,2047,226578
E09000027,Richmond upon Thames,2048,226674
E09000027,Richmond upon Thames,2049,226839
E09000027,Richmond upon Thames,2050,227030
E09000028,Southwark,1999,247853
E09000028,Southwark,2000,252726
E09000028,Southwark,2001,256712
E09000028,Southwark,2002,256269
E09000028,Southwark,2003,255242
E09000028,Southwark,2004,257257
E09000028,Southwark,2005,261811
E09000028,Southwark,2006,267553
E09000028,Southwark,2007,272626
E09000028,Southwark,2008,276973
E09000028,Southwark,2009,281120
E09000028,Southwark,2010,283777
E09000028,Southwark,2011,289361
E09000028,Southwark,2012,294174
E09000028,Southwark,2013,299109
E09000028,Southwark,2014,303182
E09000028,Southwark,2015,309545
E09000028,Southwark,2016,313867
E09000028,Southwark,2017,317735
E09000028,Southwark,2018,322302
E09000028,Southwark,2019,327271
E09000028,Southwark,2020,330290
E09000028,Southwark,2021,332679
E09000028,Southwark,2022,334826
E09000028,Southwark,2023,336554
E09000028,Southwark,2024,339444
E09000028,Southwark,2025,343402
E09000028,Southwark,2026,347513
E09000028,Southwark,2027,351586
E09000028,Southwark,2028,355518
E09000028,Southwark,2029,359549
E09000028,Southwark,2030,364761
E09000028,Southwark,2031,369273
E09000028,Southwark,2032,373384
E09000028,Southwark,2033,377379
E09000028,Southwark,2034,381360
E09000028,Southwark,2035,384607
E09000028,Southwark,2036,387283
E09000028,Southwark,2037,389704
E09000028,Southwark,2038,392108
E09000028,Southwark,2039,394525
E09000028,Southwark,2040,397608
E09000028,Southwark,2041,400754
E09000028,Southwark,2042,401720
E09000028,Southwark,2043,402161
E09000028,Southwark,2044,402769
E09000028,Southwark,2045,403785
E09000028,Southwark,2046,405156
E09000028,Southwark,2047,406709
E09000028,Southwark,2048,408340
E09000028,Southwark,2049,410185
E09000028,Southwark,2050,412254
E09000029,Sutton,1999,179375
E09000029,Sutton,2000,180485
E09000029,Sutton,2001,181461
E09000029,Sutton,2002,181265
E09000029,Sutton,2003,181267
E09000029,Sutton,2004,181094
E09000029,Sutton,2005,182103
E09000029,Sutton,2006,182882
E09000029,Sutton,2007,184174
E09000029,Sutton,2008,185860
E09000029,Sutton,2009,188167
E09000029,Sutton,2010,189321
E09000029,Sutton,2011,191515
E09000029,Sutton,2012,194022
E09000029,Sutton,2013,196306
E09000029,Sutton,2014,198526
E09000029,Sutton,2015,200537
E09000029,Sutton,2016,202612
E09000029,Sutton,2017,204933
E09000029,Sutton,2018,207378
E09000029,Sutton,2019,209666
E09000029,Sutton,2020,211297
E09000029,Sutton,2021,213340
E09000029,Sutton,2022,215228
E09000029,Sutton,2023,216865
E09000029,Sutton,2024,218218
E09000029,Sutton,2025,219275
E09000029,Sutton,2026,220135
E09000029,Sutton,2027,220784
E09000029,Sutton,2028,221171
E09000029,Sutton,2029,221345
E09000029,Sutton,2030,222186
E09000029,Sutton,2031,223323
E09000029,Sutton,2032,224593
E09000029,Sutton,2033,225874
E09000029,Sutton,2034,227094
E09000029,Sutton,2035,228729
E09000029,Sutton,2036,230509
E09000029,Sutton,2037,232315
E09000029,Sutton,2038,234140
E09000029,Sutton,2039,235945
E09000029,Sutton,2040,237601
E09000029,Sutton,2041,239147
E09000029,Sutton,2042,240823
E09000029,Sutton,2043,241057
E09000029,Sutton,2044,241235
E09000029,Sutton,2045,241426
E09000029,Sutton,2046,241625
E09000029,Sutton,2047,241760
E09000029,Sutton,2048,241862
E09000029,Sutton,2049,242035
E09000029,Sutton,2050,242239
E09000030,Tower Hamlets,1999,193507
E09000030,Tower Hamlets,2000,197133
E09000030,Tower Hamlets,2001,201090
E09000030,Tower Hamlets,2002,207031
E09000030,Tower Hamlets,2003,208651
E09000030,Tower Hamlets,2004,211154
E09000030,Tower Hamlets,2005,213382
E09000030,Tower Hamlets,2006,218400
E09000030,Tower Hamlets,2007,225251
E09000030,Tower Hamlets,2008,231893
E09000030,Tower Hamlets,2009,240495
E09000030,Tower Hamlets,2010,248520
E09000030,Tower Hamlets,2011,256685
E09000030,Tower Hamlets,2012,263676
E09000030,Tower Hamlets,2013,273563
E09000030,Tower Hamlets,2014,284688
E09000030,Tower Hamlets,2015,295909
E09000030,Tower Hamlets,2016,305527
E09000030,Tower Hamlets,2017,311044
E09000030,Tower Hamlets,2018,317203
E09000030,Tower Hamlets,2019,323696
E09000030,Tower Hamlets,2020,328043
E09000030,Tower Hamlets,2021,331620
E09000030,Tower Hamlets,2022,334834
E09000030,Tower Hamlets,2023,341358
E09000030,Tower Hamlets,2024,348363
E09000030,Tower Hamlets,2025,353945
E09000030,Tower Hamlets,2026,359598
E09000030,Tower Hamlets,2027,365178
E09000030,Tower Hamlets,2028,370711
E09000030,Tower Hamlets,2029,376331
E09000030,Tower Hamlets,2030,380598
E09000030,Tower Hamlets,2031,384124
E09000030,Tower Hamlets,2032,387136
E09000030,Tower Hamlets,2033,390101
E09000030,Tower Hamlets,2034,393062
E09000030,Tower Hamlets,2035,394528
E09000030,Tower Hamlets,2036,395348
E09000030,Tower Hamlets,2037,395887
E09000030,Tower Hamlets,2038,396714
E09000030,Tower Hamlets,2039,397695
E09000030,Tower Hamlets,2040,398590
E09000030,Tower Hamlets,2041,400382
E09000030,Tower Hamlets,2042,401943
E09000030,Tower Hamlets,2043,403867
E09000030,Tower Hamlets,2044,406000
E09000030,Tower Hamlets,2045,408311
E09000030,Tower Hamlets,2046,410800
E09000030,Tower Hamlets,2047,413326
E09000030,Tower Hamlets,2048,415811
E09000030,Tower Hamlets,2049,418425
E09000030,Tower Hamlets,2050,421229
E09000031,Waltham Forest,1999,221057
E09000031,Waltham Forest,2000,221296
E09000031,Waltham Forest,2001,222015
E09000031,Waltham Forest,2002,223776
E09000031,Waltham Forest,2003,224115
E09000031,Waltham Forest,2004,225002
E09000031,Waltham Forest,2005,226747
E09000031,Waltham Forest,2006,230731
E09000031,Waltham Forest,2007,235665
E09000031,Waltham Forest,2008,242098
E09000031,Waltham Forest,2009,248140
E09000031,Waltham Forest,2010,254009
E09000031,Waltham Forest,2011,260397
E09000031,Waltham Forest,2012,263221
E09000031,Waltham Forest,2013,266452
E09000031,Waltham Forest,2014,268675
E09000031,Waltham Forest,2015,271825
E09000031,Waltham Forest,2016,276498
E09000031,Waltham Forest,2017,280050
E09000031,Waltham Forest,2018,283524
E09000031,Waltham Forest,2019,286776
E09000031,Waltham Forest,2020,290024
E09000031,Waltham Forest,2021,292788
E09000031,Waltham Forest,2022,295311
E09000031,Waltham Forest,2023,297439
E09000031,Waltham Forest,2024,299105
E09000031,Waltham Forest,2025,300284
E09000031,Waltham Forest,2026,301241
E09000031,Waltham Forest,2027,301937
E09000031,Waltham Forest,2028,302286
E09000031,Waltham Forest,2029,302357
E09000031,Waltham Forest,2030,303516
E09000031,Waltham Forest,2031,305166
E09000031,Waltham Forest,2032,306995
E09000031,Waltham Forest,2033,308846
E09000031,Waltham Forest,2034,310649
E09000031,Waltham Forest,2035,313090
E09000031,Waltham Forest,2036,315746
E09000031,Waltham Forest,2037,318428
E09000031,Waltham Forest,2038,321091
E09000031,Waltham Forest,2039,323687
E09000031,Waltham Forest,2040,326016
E09000031,Waltham Forest,2041,328148
E09000031,Waltham Forest,2042,330884
E09000031,Waltham Forest,2043,333801
E09000031,Waltham Forest,2044,336813
E09000031,Waltham Forest,2045,339912
E09000031,Waltham Forest,2046,343104
E09000031,Waltham Forest,2047,346284
E09000031,Waltham Forest,2048,349398
E09000031,Waltham Forest,2049,352579
E09000031,Waltham Forest,2050,353239
E09000032,Wandsworth,1999,264220
E09000032,Wandsworth,2000,267695
E09000032,Wandsworth,2001,271742
E09000032,Wandsworth,2002,274917
E09000032,Wandsworth,2003,276828
E09000032,Wandsworth,2004,278615
E09000032,Wandsworth,2005,283229
E09000032,Wandsworth,2006,287538
E09000032,Wandsworth,2007,291440
E09000032,Wandsworth,2008,294305
E09000032,Wandsworth,2009,299347
E09000032,Wandsworth,2010,302620
E09000032,Wandsworth,2011,308300
E09000032,Wandsworth,2012,308902
E09000032,Wandsworth,2013,311106
E09000032,Wandsworth,2014,312735
E09000032,Wandsworth,2015,315134
E09000032,Wandsworth,2016,316686
